         40509565 function calls (40497793 primitive calls) in 14.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
      127    0.000    0.000    0.000    0.000 text.py:917(get_text)
       38    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
        1    0.000    0.000    0.000    0.000 common.py:1(<module>)
      103    0.000    0.000    0.000    0.000 text.py:636(set_wrap)
       35    0.000    0.000    0.000    0.000 backend_bases.py:1049(set_linewidth)
       77    0.000    0.000    0.000    0.000 backend_bases.py:1110(get_hatch_color)
        1    0.000    0.000    0.000    0.000 conway.py:174(insertGliderGunFixed)
        1    0.000    0.000    0.000    0.000 numerictypes.py:860(<lambda>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:370(Purpose)
       77    0.000    0.000    0.000    0.000 backend_bases.py:927(get_snap)
        1    0.000    0.000    0.000    0.000 __init__.py:194(<listcomp>)
       67    0.000    0.000    0.000    0.000 text.py:1267(get_usetex)
       77    0.000    0.000    0.000    0.000 backend_bases.py:1128(get_sketch_params)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x000002DD58E6F8C8}
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1380(ravel)
       75    0.000    0.000    0.000    0.000 weakref.py:371(_commit_removals)
       10    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
       24    0.000    0.000    0.000    0.000 pyparsing.py:3181(parseImpl)
        3    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
       23    0.000    0.000    0.000    0.000 transforms.py:2743(get_affine)
      101    0.000    0.000    0.000    0.000 font_manager.py:907(set_file)
        1    0.000    0.000    0.000    0.000 patches.py:1169(FancyArrow)
       77    0.000    0.000    0.000    0.000 backend_bases.py:1122(get_hatch_linewidth)
        1    0.000    0.000    0.000    0.000 animation.py:165(MovieWriter)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        4    0.000    0.000    0.000    0.000 transforms.py:1605(_set)
        2    0.000    0.000    0.000    0.000 _util.py:156(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1551(enablePackrat)
        1    0.000    0.000    0.000    0.000 parser.py:1187(_result)
        1    0.000    0.000    0.000    0.000 figure.py:111(add)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 image.py:182(_ImageBase)
        2    0.000    0.000    0.000    0.000 _base.py:2400(<listcomp>)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1022(searchsorted)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:490(Image)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
       12    0.000    0.000    0.000    0.000 artist.py:534(get_snap)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
        1    0.000    0.000    0.000    0.000 _iotools.py:474(StringConverter)
       19    0.000    0.000    0.000    0.000 cbook.py:479(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:121(install_repl_displayhook)
        2    0.000    0.000    0.000    0.000 transforms.py:1562(_init)
       42    0.000    0.000    0.000    0.000 {built-in method sys.getrefcount}
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
        4    0.000    0.000    0.000    0.000 rcsetup.py:329(__call__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3039(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:345(sci)
        3    0.000    0.000    0.000    0.000 mathtext.py:3238(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method update}
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
      102    0.000    0.000    0.000    0.000 path.py:254(simplify_threshold)
       23    0.000    0.000    0.000    0.000 lines.py:542(get_fillstyle)
       49    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 __init__.py:245(<listcomp>)
        1    0.000    0.000    0.000    0.000 _hungarian.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1559(EllipseCollection)
       77    0.000    0.000    0.000    0.000 artist.py:520(get_gid)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1982(enter_notify_event)
       52    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1877(IPv6Address)
       39    0.000    0.000    0.000    0.000 patches.py:248(get_edgecolor)
        1    0.000    0.000    0.000    0.000 figure.py:1321(_set_artist_props)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
        1    0.000    0.000    0.000    0.000 lti_conversion.py:4(<module>)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1487(nonzero)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
       19    0.000    0.000    0.000    0.000 signaltools.py:57(_valfrommode)
        3    0.000    0.000    0.000    0.000 numerictypes.py:603(obj2sctype)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        4    0.000    0.000    0.000    0.000 cbook.py:1761(get_siblings)
        1    0.000    0.000    0.000    0.000 cbook.py:2710(Locked)
        1    0.000    0.000    0.000    0.000 tz.py:32(tzutc)
       57    0.000    0.000    0.000    0.000 image.py:304(<genexpr>)
        4    0.000    0.000    0.000    0.000 artist.py:831(set_visible)
       63    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 pyplot.py:308(rc)
        8    0.000    0.000    0.000    0.000 transforms.py:1739(_get_is_separable)
        1    0.000    0.000    0.000    0.000 figure.py:1056(clf)
        1    0.000    0.000    0.000    0.000 waveforms.py:7(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:66(RendererAgg)
        3    0.000    0.000    0.000    0.000 figure.py:726(get_size_inches)
        1    0.000    0.000    0.000    0.000 _common.py:115(_tzinfo)
        2    0.000    0.000    0.000    0.000 rcsetup.py:272(validate_toolbar)
        1    0.000    0.000    0.000    0.000 patches.py:812(RegularPolygon)
       35    0.000    0.000    0.000    0.000 backend_bases.py:2861(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:674(_update_buttons_checked)
      127    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
       26    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
        3    0.000    0.000    0.000    0.000 font_manager.py:1168(score_stretch)
        4    0.000    0.000    0.000    0.000 tempfile.py:118(_sanitize_params)
       13    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2652(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        5    0.000    0.000    0.000    0.000 machar.py:100(<lambda>)
        2    0.000    0.000    0.000    0.000 _base.py:155(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2569(_arraymethod)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 transforms.py:820(null)
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        1    0.000    0.000    0.000    0.000 patches.py:1506(Arc)
       42    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
       52    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3346(And)
       12    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        1    0.000    0.000    0.000    0.000 bezier.py:155(BezierSegment)
        1    0.000    0.000    0.000    0.000 patches.py:1035(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1273(YAArrow)
        1    0.000    0.000    0.000    0.000 rrule.py:1281(rruleset)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4138(__init__)
       47    0.000    0.000    0.000    0.000 enum.py:179(<genexpr>)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
       31    0.000    0.000    0.000    0.000 transforms.py:2799(interval_contains)
        1    0.000    0.000    0.000    0.000 mathtext.py:659(BakomaFonts)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
       15    0.000    0.000    0.000    0.000 rcsetup.py:308(<listcomp>)
       54    0.000    0.000    0.000    0.000 backend_bases.py:1065(set_url)
        1    0.000    0.000    0.000    0.000 {built-in method setWindowIcon}
       79    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:122(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1213(rc)
       19    0.000    0.000    0.000    0.000 colors.py:886(autoscale_None)
       36    0.000    0.000    0.000    0.000 _base.py:3411(get_navigate)
        4    0.000    0.000    0.000    0.000 __init__.py:484(cast)
        4    0.000    0.000    0.000    0.000 function_base.py:2209(trim_zeros)
        1    0.000    0.000    0.000    0.000 io.py:1(<module>)
        3    0.000    0.000    0.000    0.000 text.py:585(set_clip_box)
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        7    0.000    0.000    0.000    0.000 nonlin.py:1502(<listcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:473(set_joinstyle)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
       16    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:774(__getitem__)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:915(PolyCollection)
        1    0.000    0.000    0.000    0.000 {built-in method setCentralWidget}
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        1    0.000    0.000    0.000    0.000 ltisys.py:50(LinearTimeInvariant)
        2    0.000    0.000    0.000    0.000 backend_qt5.py:219(_timer_stop)
        4    0.000    0.000    0.000    0.000 tempfile.py:467(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 pyparsing.py:3177(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:2706(_Base)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:1007(set)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       62    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       25    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
       47    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:627(Axis)
        1    0.000    0.000    0.000    0.000 __init__.py:1083(__init__)
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
       54    0.000    0.000    0.000    0.000 docstring.py:84(__init__)
        2    0.000    0.000    0.000    0.000 backend_qt5agg.py:69(drawRectangle)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
        2    0.000    0.000    0.000    0.000 _base.py:168(set_prop_cycle)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        3    0.000    0.000    0.000    0.000 pyplot.py:579(gcf)
        6    0.000    0.000    0.000    0.000 patches.py:1796(<listcomp>)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
       18    0.000    0.000    0.000    0.000 data.py:117(_create_method)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
       58    0.000    0.000    0.000    0.000 path.py:280(should_simplify)
        1    0.000    0.000    0.000    0.000 patches.py:926(Polygon)
       77    0.000    0.000    0.000    0.000 backend_bases.py:827(restore)
        1    0.000    0.000    0.000    0.000 figure.py:824(_make_key)
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 patches.py:1466(Circle)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3819(__str__)
       80    0.000    0.000    0.000    0.000 docstring.py:100(copy)
       35    0.000    0.000    0.000    0.000 backend_bases.py:1040(set_joinstyle)
        1    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
       81    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:769(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:600(Shadow)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        5    0.000    0.000    0.000    0.000 iterative.py:71(combine)
        1    0.000    0.000    0.000    0.000 collections.py:889(PathCollection)
        7    0.000    0.000    0.000    0.000 legend_handler.py:135(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:378(decorating_function)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        4    0.000    0.000    0.000    0.000 six.py:114(_resolve)
       79    0.000    0.000    0.000    0.000 docstring.py:121(copy_dedent)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 linalg.py:106(_makearray)
        1    0.000    0.000    0.000    0.000 process.py:293(__init__)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        7    0.000    0.000    0.000    0.000 cbook.py:1297(__init__)
       74    0.000    0.000    0.000    0.000 pyparsing.py:2030(leaveWhitespace)
       19    0.000    0.000    0.000    0.000 image.py:672(get_resample)
        2    0.000    0.000    0.000    0.000 _base.py:2772(get_xbound)
        2    0.000    0.000    0.000    0.000 re.py:330(filter)
       15    0.000    0.000    0.000    0.000 pyparsing.py:2729(charsAsStr)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
       58    0.000    0.000    0.000    0.000 artist.py:624(get_path_effects)
        2    0.000    0.000    0.000    0.000 cm.py:145(get_cmap)
       89    0.000    0.000    0.000    0.000 backend_bases.py:224(open_group)
        4    0.000    0.000    0.000    0.000 legend_handler.py:165(__init__)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
       19    0.000    0.000    0.000    0.000 image.py:690(get_filternorm)
       13    0.000    0.000    0.000    0.000 {built-in method math.log10}
        5    0.000    0.000    0.000    0.000 linalg.py:209(_assertNdSquareness)
        4    0.000    0.000    0.000    0.000 pyparsing.py:397(__setitem__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:261(validate_backend)
       24    0.000    0.000    0.000    0.000 fontconfig_pattern.py:151(<listcomp>)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4868(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:1052(RingBuffer)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1238(__del__)
       19    0.000    0.000    0.000    0.000 image.py:707(get_filterrad)
        2    0.000    0.000    0.000    0.000 datetime.py:1048(__new__)
        1    0.000    0.000    0.000    0.000 patches.py:896(PathPatch)
       47    0.000    0.000    0.000    0.000 figure.py:84(<listcomp>)
       20    0.000    0.000    0.000    0.000 conway.py:35(getStates)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 request.py:324(Request)
        2    0.000    0.000    0.000    0.000 transforms.py:395(_get_size)
       35    0.000    0.000    0.000    0.000 backend_bases.py:967(set_capstyle)
        2    0.000    0.000    0.000    0.000 animation.py:758(isAvailable)
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
       12    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       19    0.000    0.000    0.000    0.000 signaltools.py:80(_inputs_swap_needed)
        2    0.000    0.000    0.000    0.000 getlimits.py:100(_str_xmax)
        4    0.000    0.000    0.000    0.000 six.py:209(is_package)
       19    0.000    0.000    0.000    0.000 artist.py:506(get_url)
        1    0.000    0.000    0.000    0.000 patches.py:1377(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1405(Ellipse)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3923(__str__)
        1    0.000    0.000    0.000    0.000 patches.py:69(Patch)
        1    0.000    0.000    0.000    0.000 figure.py:104(bubble)
        1    0.000    0.000    0.000    0.000 datetime.py:530(__neg__)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
        2    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        3    0.000    0.000    0.000    0.000 animation.py:1518(new_frame_seq)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4803(tokenMap)
        1    0.000    0.000    0.000    0.000 collections.py:1539(CircleCollection)
       65    0.000    0.000    0.000    0.000 markers.py:245(get_marker)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 polynomial.py:1601(Polynomial)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
       65    0.000    0.000    0.000    0.000 markers.py:220(get_fillstyle)
        1    0.000    0.000    0.000    0.000 {built-in method _deco}
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:61(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1445(IPv4Network)
        1    0.000    0.000    0.000    0.000 pyplot.py:593(get_fignums)
        1    0.000    0.000    0.000    0.000 transforms.py:2613(__init__)
       58    0.000    0.000    0.000    0.000 path.py:262(simplify_threshold)
        8    0.000    0.000    0.000    0.000 rrule.py:75(<genexpr>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(ColorbarBase)
        1    0.000    0.000    0.000    0.000 tz.py:88(tzoffset)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetStdHandle}
        2    0.000    0.000    0.000    0.000 __init__.py:14(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:3711(set_cursor_props)
        2    0.000    0.000    0.000    0.000 __init__.py:1266(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:100(<listcomp>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:586(rv_generic)
       20    0.000    0.000    0.000    0.000 artist.py:841(set_animated)
        1    0.000    0.000    0.000    0.000 collections.py:982(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 {built-in method pos}
        1    0.000    0.000    0.000    0.000 _linprog.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
       22    0.000    0.000    0.000    0.000 cbook.py:139(deprecated)
        8    0.000    0.000    0.000    0.000 {built-in method setDevicePixelRatio}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       23    0.000    0.000    0.000    0.000 {built-in method math.sin}
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
        1    0.000    0.000    0.000    0.000 api.py:21(FFI)
        4    0.000    0.000    0.000    0.000 scale.py:564(<listcomp>)
       15    0.000    0.000    0.000    0.000 enum.py:335(__members__)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
       89    0.000    0.000    0.000    0.000 backend_bases.py:232(close_group)
       19    0.000    0.000    0.000    0.000 backend_bases.py:976(set_clip_rectangle)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1291(remove_callback)
        1    0.000    0.000    0.000    0.000 quiver.py:413(Quiver)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        4    0.000    0.000    0.000    0.000 scale.py:527(scale_factory)
       23    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:688(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2354(__init__)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
       42    0.000    0.000    0.000    0.000 cbook.py:437(__hash__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4313(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:781(GraphicsContextBase)
        3    0.000    0.000    0.000    0.000 legend_handler.py:293(__init__)
        3    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 pyplot.py:72(_backend_selection)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:104(_str_resolution)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        6    0.000    0.000    0.000    0.000 cbook.py:1685(clean)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        7    0.000    0.000    0.000    0.000 patches.py:277(set_antialiased)
        1    0.000    0.000    0.000    0.000 numeric.py:3075(_setdef)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3129(__init__)
       49    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        2    0.000    0.000    0.000    0.000 getlimits.py:92(_str_epsneg)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        3    0.000    0.000    0.000    0.000 doccer.py:116(_doc)
        2    0.000    0.000    0.000    0.000 _base.py:1254(set_aspect)
        1    0.000    0.000    0.000    0.000 datetime.py:1360(datetime)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:108(norm_gen)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
       29    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 datetime.py:1023(time)
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyplot.py:328(gci)
        1    0.000    0.000    0.000    0.000 cm.py:293(set_clim)
        3    0.000    0.000    0.000    0.000 font_manager.py:1130(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1848(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 axis.py:27(Tick)
       31    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:1210(_fixupParents)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.000    0.000 ssl.py:712(SSLSocket)
        1    0.000    0.000    0.000    0.000 patches.py:665(Rectangle)
        8    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
       37    0.000    0.000    0.000    0.000 context.py:264(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:788(HTTPConnection)
        2    0.000    0.000    0.000    0.000 {built-in method stop}
       54    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
       46    0.000    0.000    0.000    0.000 pyparsing.py:3521(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:223(FigureCanvasQT)
        2    0.000    0.000    0.000    0.000 {built-in method resize}
        2    0.000    0.000    0.000    0.000 getlimits.py:88(_str_eps)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        8    0.000    0.000    0.000    0.000 ticker.py:1514(closeto)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 defmatrix.py:174(matrix)
        1    0.000    0.000    0.000    0.000 ssl.py:377(SSLContext)
       23    0.000    0.000    0.000    0.000 backend_agg.py:265(get_canvas_width_height)
       65    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
       36    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        4    0.000    0.000    0.000    0.000 core.py:124(doc_note)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:198(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:505(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        2    0.000    0.000    0.000    0.000 _base.py:3055(get_ybound)
        3    0.000    0.000    0.000    0.000 animation.py:1500(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        4    0.000    0.000    0.000    0.000 tempfile.py:481(func_wrapper)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:129(set_active)
        1    0.000    0.000    0.000    0.000 figure.py:843(fixlist)
        1    0.000    0.000    0.000    0.000 image.py:256(set_alpha)
       23    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:240(_ctypes)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:12(<listcomp>)
       12    0.000    0.000    0.000    0.000 subprocess.py:184(Detach)
        1    0.000    0.000    0.000    0.000 pyparsing.py:301(ParseResults)
        1    0.000    0.000    0.000    0.000 decoder.py:345(raw_decode)
        1    0.000    0.000    0.000    0.000 table.py:216(Table)
        2    0.000    0.000    0.000    0.000 {instance}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
