         40509565 function calls (40497793 primitive calls) in 14.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      138    0.000    0.000    0.003    0.000 rcsetup.py:77(f)
       18    0.000    0.000    0.003    0.000 backend_agg.py:445(copy_from_bbox)
      429    0.000    0.000    0.003    0.000 pyparsing.py:1144(copy)
       39    0.001    0.000    0.003    0.000 __init__.py:1696(param)
        1    0.000    0.000    0.003    0.003 parser.py:29(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:70(<module>)
        1    0.000    0.000    0.003    0.003 index_tricks.py:1(<module>)
5120/4656    0.002    0.000    0.003    0.000 artist.py:268(stale)
      410    0.001    0.000    0.003    0.000 numeric.py:2365(identity)
        1    0.000    0.000    0.003    0.003 tempfile.py:24(<module>)
        1    0.000    0.000    0.003    0.003 <frozen importlib._bootstrap_external>:735(source_to_code)
        1    0.000    0.000    0.003    0.003 __init__.py:24(<module>)
      265    0.001    0.000    0.003    0.000 transforms.py:781(__init__)
       18    0.003    0.000    0.003    0.000 {method 'copy_from_bbox' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      100    0.000    0.000    0.003    0.000 transforms.py:1411(transform_point)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
       94    0.000    0.000    0.003    0.000 fromnumeric.py:55(_wrapfunc)
     1777    0.001    0.000    0.003    0.000 numeric.py:463(asarray)
        1    0.000    0.000    0.003    0.003 lines.py:4(<module>)
      121    0.000    0.000    0.003    0.000 transforms.py:2368(transform_affine)
      412    0.000    0.000    0.003    0.000 colors.py:113(is_color_like)
      430    0.001    0.000    0.003    0.000 copy.py:66(copy)
        1    0.000    0.000    0.003    0.003 fitpack.py:1(<module>)
        1    0.000    0.000    0.003    0.003 polynomial.py:4(<module>)
     2616    0.003    0.000    0.003    0.000 inspect.py:2431(__init__)
    78/39    0.000    0.000    0.003    0.000 transforms.py:2314(frozen)
      405    0.001    0.000    0.003    0.000 artist.py:1116(get_valid_values)
      353    0.001    0.000    0.003    0.000 colors.py:151(_to_rgba_no_colorcycle)
       12    0.000    0.000    0.003    0.000 enum.py:602(_convert)
      253    0.002    0.000    0.003    0.000 sre_compile.py:250(_optimize_charset)
       19    0.000    0.000    0.003    0.000 artist.py:667(set_clip_path)
      572    0.000    0.000    0.003    0.000 colors.py:313(to_rgba)
     1444    0.001    0.000    0.003    0.000 re.py:169(match)
      927    0.001    0.000    0.003    0.000 weakref.py:242(values)
       22    0.000    0.000    0.003    0.000 fromnumeric.py:1673(clip)
   200/12    0.001    0.000    0.003    0.000 pyparsing.py:1520(_parseCache)
        1    0.000    0.000    0.003    0.003 basic.py:7(<module>)
       62    0.000    0.000    0.003    0.000 transforms.py:1947(rotate_deg_around)
        1    0.000    0.000    0.003    0.003 __init__.py:8(<module>)
       22    0.000    0.000    0.003    0.000 pyparsing.py:1024(extract_stack)
      558    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
       22    0.003    0.000    0.003    0.000 {method 'clip' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.003    0.001 axis.py:868(set_clip_path)
       22    0.000    0.000    0.003    0.000 traceback.py:196(extract_stack)
      181    0.000    0.000    0.003    0.000 transforms.py:1957(translate)
       19    0.000    0.000    0.003    0.000 transforms.py:750(intersection)
       55    0.003    0.000    0.003    0.000 {built-in method nt.listdir}
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
       65    0.003    0.000    0.003    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
       22    0.000    0.000    0.003    0.000 traceback.py:313(extract)
        1    0.000    0.000    0.003    0.003 random.py:38(<module>)
      939    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
       11    0.000    0.000    0.003    0.000 artist.py:1069(__init__)
     1295    0.001    0.000    0.003    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.003    0.003 __init__.py:97(<module>)
     2705    0.002    0.000    0.003    0.000 weakref.py:288(update)
        1    0.000    0.000    0.003    0.003 backend_qt5.py:535(_get_toolbar)
      324    0.001    0.000    0.003    0.000 inspect.py:1777(_signature_bound_method)
        1    0.000    0.000    0.003    0.003 _multivariate.py:4(<module>)
      324    0.002    0.000    0.003    0.000 core.py:2933(_update_from)
    10753    0.002    0.000    0.003    0.000 mathtext.py:2765(<genexpr>)
       11    0.000    0.000    0.003    0.000 artist.py:1087(get_aliases)
    23052    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.003    0.003 csr.py:1(<module>)
      762    0.000    0.000    0.003    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.003    0.003 backend_qt5.py:576(__init__)
    14038    0.003    0.000    0.003    0.000 {built-in method builtins.min}
       53    0.001    0.000    0.003    0.000 {built-in method builtins.eval}
     1571    0.001    0.000    0.003    0.000 colors.py:107(_is_nth_color)
        4    0.000    0.000    0.003    0.001 __init__.py:625(_get_config_or_cache_dir)
       23    0.000    0.000    0.003    0.000 backend_agg.py:183(draw_text)
       35    0.000    0.000    0.002    0.000 image.py:817(get_cursor_data)
      208    0.000    0.000    0.002    0.000 rcsetup.py:359(validate_color_for_prop_cycle)
        1    0.000    0.000    0.002    0.002 backend_bases.py:2748(__init__)
       24    0.000    0.000    0.002    0.000 axis.py:516(_get_text1)
        1    0.000    0.000    0.002    0.002 utils.py:5(<module>)
        1    0.000    0.000    0.002    0.002 backend_qt5.py:595(_init_toolbar)
       24    0.000    0.000    0.002    0.000 axis.py:381(_get_text1)
       15    0.001    0.000    0.002    0.000 enum.py:124(__new__)
       76    0.000    0.000    0.002    0.000 rcsetup.py:98(<listcomp>)
        1    0.000    0.000    0.002    0.002 ticker.py:167(<module>)
      205    0.000    0.000    0.002    0.000 cbook.py:1131(dedent)
      130    0.000    0.000    0.002    0.000 {built-in method builtins.next}
      762    0.000    0.000    0.002    0.000 _methods.py:40(_all)
        1    0.000    0.000    0.002    0.002 _base.py:1(<module>)
       12    0.000    0.000    0.002    0.000 patches.py:523(draw)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
     2136    0.000    0.000    0.002    0.000 numeric.py:534(asanyarray)
      241    0.000    0.000    0.002    0.000 transforms.py:1735(frozen)
       71    0.001    0.000    0.002    0.000 lines.py:670(recache)
      363    0.000    0.000    0.002    0.000 inspect.py:2793(replace)
        1    0.000    0.000    0.002    0.002 least_squares.py:1(<module>)
        2    0.002    0.001    0.002    0.001 {built-in method statusBar}
  468/466    0.000    0.000    0.002    0.000 transforms.py:1091(get_points)
       54    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
        2    0.000    0.000    0.002    0.001 axis.py:2017(get_tick_space)
      103    0.000    0.000    0.002    0.000 text.py:189(__init__)
      673    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:57(__init__)
       65    0.000    0.000    0.002    0.000 backend_agg.py:269(_get_agg_font)
       12    0.000    0.000    0.002    0.000 enum.py:364(_create_)
     3327    0.001    0.000    0.002    0.000 sre_parse.py:253(get)
      410    0.002    0.000    0.002    0.000 twodim_base.py:139(eye)
       17    0.000    0.000    0.002    0.000 animation.py:1107(_pre_draw)
        1    0.000    0.000    0.002    0.002 __init__.py:88(<module>)
      115    0.000    0.000    0.002    0.000 sre_compile.py:482(_compile_info)
        4    0.000    0.000    0.002    0.001 __init__.py:228(_is_writable_dir)
       24    0.000    0.000    0.002    0.000 axis.py:531(_get_text2)
       24    0.000    0.000    0.002    0.000 axis.py:398(_get_text2)
       17    0.000    0.000    0.002    0.000 animation.py:1145(_blit_clear)
      111    0.000    0.000    0.002    0.000 transforms.py:838(from_extents)
       11    0.000    0.000    0.002    0.000 pyparsing.py:2631(__init__)
        6    0.000    0.000    0.002    0.000 patches.py:1811(_pprint_styles)
       48    0.000    0.000    0.002    0.000 __init__.py:1042(_open_file_or_url)
        8    0.000    0.000    0.002    0.000 axis.py:191(set_clip_path)
        1    0.000    0.000    0.002    0.002 tz.py:9(<module>)
       38    0.000    0.000    0.002    0.000 core.py:1583(make_mask)
      482    0.002    0.000    0.002    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.002    0.002 cbook.py:7(<module>)
       50    0.000    0.000    0.002    0.000 pyparsing.py:3981(parseImpl)
      656    0.002    0.000    0.002    0.000 {method 'copy' of 'numpy.ndarray' objects}
      306    0.001    0.000    0.002    0.000 artist.py:95(__init__)
      630    0.002    0.000    0.002    0.000 {built-in method numpy.core.multiarray.zeros}
        1    0.000    0.000    0.002    0.002 pyparsing.py:4882(makeHTMLTags)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4853(_makeTags)
      576    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:304(__exit__)
       19    0.000    0.000    0.002    0.000 transforms.py:1309(__array__)
        2    0.000    0.000    0.002    0.001 axis.py:2354(get_tick_space)
     1052    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.002    0.002 distance.py:73(<module>)
        1    0.000    0.000    0.002    0.002 legend.py:23(<module>)
       14    0.000    0.000    0.002    0.000 rcsetup.py:736(cycler)
       50    0.000    0.000    0.002    0.000 pyparsing.py:3837(parseImpl)
     1909    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
       16    0.000    0.000    0.002    0.000 backend_agg.py:449(restore_region)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
       47    0.000    0.000    0.002    0.000 contextlib.py:79(__enter__)
       42    0.002    0.000    0.002    0.000 {built-in method io.open}
      161    0.000    0.000    0.002    0.000 docstring.py:94(dedent)
       62    0.000    0.000    0.002    0.000 markers.py:721(_set_tickdown)
     2777    0.001    0.000    0.002    0.000 enum.py:515(__new__)
       85    0.000    0.000    0.002    0.000 transforms.py:828(from_bounds)
        1    0.000    0.000    0.002    0.002 _ode.py:39(<module>)
        8    0.002    0.000    0.002    0.000 backend_qt5.py:587(_icon)
       62    0.000    0.000    0.002    0.000 markers.py:715(_set_tickup)
      558    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
       62    0.000    0.000    0.002    0.000 markers.py:701(_set_tickleft)
       76    0.000    0.000    0.002    0.000 transforms.py:344(_get_xmax)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
       56    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
    14/10    0.000    0.000    0.002    0.000 __init__.py:335(wrapper)
    16485    0.002    0.000    0.002    0.000 {method 'lstrip' of 'str' objects}
      260    0.001    0.000    0.002    0.000 artist.py:851(update)
       62    0.000    0.000    0.002    0.000 markers.py:707(_set_tickright)
        1    0.000    0.000    0.002    0.002 pyplot.py:2197(_setup_pyplot_info_docstrings)
        1    0.000    0.000    0.002    0.002 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.002    0.002 string.py:15(<module>)
      676    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:153(__exit__)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:71(__init__)
      998    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:77(acquire)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
     6100    0.001    0.000    0.002    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
  939/468    0.001    0.000    0.002    0.000 sre_parse.py:173(getwidth)
        1    0.000    0.000    0.002    0.002 string.py:65(__init__)
      998    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:102(release)
      408    0.002    0.000    0.002    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       82    0.000    0.000    0.002    0.000 docstring.py:113(dedent_interpd)
     4111    0.002    0.000    0.002    0.000 sre_parse.py:232(__next)
      322    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:178(_lock_unlock_module)
        1    0.000    0.000    0.002    0.002 hashlib.py:54(<module>)
     1929    0.002    0.000    0.002    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.002    0.002 __init__.py:19(<module>)
      114    0.000    0.000    0.002    0.000 core.py:1460(getmaskarray)
     1359    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
       25    0.000    0.000    0.001    0.000 doccer.py:173(decorate)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
       48    0.000    0.000    0.001    0.000 lines.py:983(get_path)
        1    0.000    0.000    0.001    0.001 measurements.py:31(<module>)
        1    0.000    0.000    0.001    0.001 nonlin.py:106(<module>)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
       65    0.000    0.000    0.001    0.000 font_manager.py:1443(findfont)
       19    0.001    0.000    0.001    0.000 {built-in method drawPixmap}
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
        1    0.000    0.000    0.001    0.001 numerictypes.py:82(<module>)
       16    0.000    0.000    0.001    0.000 backend_agg.py:326(restore_region)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        2    0.000    0.000    0.001    0.001 __init__.py:685(_get_cachedir)
        1    0.000    0.000    0.001    0.001 _spherical_voronoi.py:6(<module>)
        1    0.000    0.000    0.001    0.001 triangulation.py:1(<module>)
       66    0.000    0.000    0.001    0.000 traceback.py:279(line)
       16    0.001    0.000    0.001    0.000 {method 'restore_region' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
     3570    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x000000006ADB43F0}
       65    0.000    0.000    0.001    0.000 font_manager.py:1228(findfont)
    90/45    0.000    0.000    0.001    0.000 transforms.py:2400(inverted)
        1    0.000    0.000    0.001    0.001 font_manager.py:960(pickle_load)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sysconfig.py:10(<module>)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
